status,response.event.tournament.name,response.event.tournament.slug,response.event.tournament.category.name,response.event.tournament.category.slug,response.event.tournament.category.sport.name,response.event.tournament.category.sport.slug,response.event.tournament.category.sport.id,response.event.tournament.category.id,response.event.tournament.category.country.alpha2,response.event.tournament.category.country.alpha3,response.event.tournament.category.country.name,response.event.tournament.category.flag,response.event.tournament.category.alpha2,response.event.tournament.uniqueTournament.name,response.event.tournament.uniqueTournament.slug,response.event.tournament.uniqueTournament.primaryColorHex,response.event.tournament.uniqueTournament.secondaryColorHex,response.event.tournament.uniqueTournament.category.name,response.event.tournament.uniqueTournament.category.slug,response.event.tournament.uniqueTournament.category.sport.name,response.event.tournament.uniqueTournament.category.sport.slug,response.event.tournament.uniqueTournament.category.sport.id,response.event.tournament.uniqueTournament.category.id,response.event.tournament.uniqueTournament.category.country.alpha2,response.event.tournament.uniqueTournament.category.country.alpha3,response.event.tournament.uniqueTournament.category.country.name,response.event.tournament.uniqueTournament.category.flag,response.event.tournament.uniqueTournament.category.alpha2,response.event.tournament.uniqueTournament.userCount,response.event.tournament.uniqueTournament.id,response.event.tournament.uniqueTournament.crowdsourcingEnabled,response.event.tournament.uniqueTournament.hasPerformanceGraphFeature,response.event.tournament.uniqueTournament.hasEventPlayerStatistics,response.event.tournament.uniqueTournament.displayInverseHomeAwayTeams,response.event.tournament.priority,response.event.tournament.isGroup,response.event.tournament.competitionType,response.event.tournament.isLive,response.event.tournament.id,response.event.season.name,response.event.season.year,response.event.season.editor,response.event.season.id,response.event.roundInfo.round,response.event.customId,response.event.status.code,response.event.status.description,response.event.status.type,response.event.winnerCode,response.event.homeTeam.name,response.event.homeTeam.slug,response.event.homeTeam.shortName,response.event.homeTeam.gender,response.event.homeTeam.sport.name,response.event.homeTeam.sport.slug,response.event.homeTeam.sport.id,response.event.homeTeam.userCount,response.event.homeTeam.manager.name,response.event.homeTeam.manager.slug,response.event.homeTeam.manager.shortName,response.event.homeTeam.manager.id,response.event.homeTeam.manager.country.alpha2,response.event.homeTeam.manager.country.alpha3,response.event.homeTeam.manager.country.name,response.event.homeTeam.venue.city.name,response.event.homeTeam.venue.stadium.name,response.event.homeTeam.venue.stadium.capacity,response.event.homeTeam.venue.venueCoordinates.latitude,response.event.homeTeam.venue.venueCoordinates.longitude,response.event.homeTeam.venue.id,response.event.homeTeam.venue.country.alpha2,response.event.homeTeam.venue.country.alpha3,response.event.homeTeam.venue.country.name,response.event.homeTeam.venue.hidden,response.event.homeTeam.nameCode,response.event.homeTeam.class,response.event.homeTeam.disabled,response.event.homeTeam.national,response.event.homeTeam.type,response.event.homeTeam.id,response.event.homeTeam.country.alpha2,response.event.homeTeam.country.alpha3,response.event.homeTeam.country.name,response.event.homeTeam.subTeams,response.event.homeTeam.fullName,response.event.homeTeam.teamColors.primary,response.event.homeTeam.teamColors.secondary,response.event.homeTeam.teamColors.text,response.event.homeTeam.foundationDateTimestamp,response.event.homeTeam.fieldTranslations.nameTranslation.ar,response.event.homeTeam.fieldTranslations.nameTranslation.ru,response.event.awayTeam.name,response.event.awayTeam.slug,response.event.awayTeam.shortName,response.event.awayTeam.gender,response.event.awayTeam.sport.name,response.event.awayTeam.sport.slug,response.event.awayTeam.sport.id,response.event.awayTeam.userCount,response.event.awayTeam.manager.name,response.event.awayTeam.manager.slug,response.event.awayTeam.manager.shortName,response.event.awayTeam.manager.id,response.event.awayTeam.manager.country.alpha2,response.event.awayTeam.manager.country.alpha3,response.event.awayTeam.manager.country.name,response.event.awayTeam.venue.city.name,response.event.awayTeam.venue.stadium.name,response.event.awayTeam.venue.stadium.capacity,response.event.awayTeam.venue.venueCoordinates.latitude,response.event.awayTeam.venue.venueCoordinates.longitude,response.event.awayTeam.venue.id,response.event.awayTeam.venue.country.alpha2,response.event.awayTeam.venue.country.alpha3,response.event.awayTeam.venue.country.name,response.event.awayTeam.venue.hidden,response.event.awayTeam.nameCode,response.event.awayTeam.class,response.event.awayTeam.disabled,response.event.awayTeam.national,response.event.awayTeam.type,response.event.awayTeam.id,response.event.awayTeam.country.alpha2,response.event.awayTeam.country.alpha3,response.event.awayTeam.country.name,response.event.awayTeam.subTeams,response.event.awayTeam.fullName,response.event.awayTeam.teamColors.primary,response.event.awayTeam.teamColors.secondary,response.event.awayTeam.teamColors.text,response.event.awayTeam.foundationDateTimestamp,response.event.awayTeam.fieldTranslations.nameTranslation.ar,response.event.homeScore.current,response.event.homeScore.display,response.event.homeScore.period1,response.event.homeScore.period2,response.event.homeScore.normaltime,response.event.awayScore.current,response.event.awayScore.display,response.event.awayScore.period1,response.event.awayScore.period2,response.event.awayScore.normaltime,response.event.time.injuryTime1,response.event.time.injuryTime2,response.event.time.currentPeriodStartTimestamp,response.event.changes.changes,response.event.changes.changeTimestamp,response.event.hasGlobalHighlights,response.event.hasXg,response.event.hasEventPlayerStatistics,response.event.hasEventPlayerHeatMap,response.event.crowdsourcingDataDisplayEnabled,response.event.id,response.event.defaultPeriodCount,response.event.defaultPeriodLength,response.event.defaultOvertimeLength,response.event.crowdsourcingEnabled,response.event.currentPeriodStartTimestamp,response.event.startTimestamp,response.event.slug,response.event.finalResultOnly,response.event.feedLocked,response.event.fanRatingEvent,response.event.showTotoPromo,response.event.isEditor
success,Liga 1,liga-1,Indonesia,indonesia,Football,football,1,368,ID,IDN,Indonesia,indonesia,ID,Liga 1,liga-1,#e04b2d,#2b4e95,Indonesia,indonesia,Football,football,1,368,ID,IDN,Indonesia,indonesia,ID,33070,1015,False,True,False,False,0,False,1,False,4113,Liga 1 24/25,24/25,False,65049,3,qwJsIUGb,100,Ended,finished,1,Semen Padang FC,semen-padang,Semen Padang,M,Football,football,1,2260,Eduardo Almeida,eduardo-almeida,E. Almeida,798291,PT,PRT,Portugal,Padang,Haji Agus Salim Stadium,20000,100.35427,-0.94924,13432,ID,IDN,Indonesia,False,SPA,0,False,False,0,86066,ID,IDN,Indonesia,[],Semen Padang FC,#ff0000,#000000,#000000,344390400,سيمين پادانغ,Семен Паданг ФК,PSS Sleman,pss-sleman,PSS ,M,Football,football,1,7176,Wagner Augusto Lopes,wagner-augusto-lopes,W. A. Lopes,791054,BR,BRA,Brazil,Yogyakarta,Maguwoharjo Stadium,55000,110.418231,-7.751154,32877,ID,IDN,Indonesia,False,SLE,0,False,False,0,204733,ID,IDN,Indonesia,[],PSS Sleman,#008000,#ffffff,#ffffff,201398400,سليمان,1,1,1,0,1,0,0,0,0,0,8,6,1724668256,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1724668257,False,True,True,True,False,12651020,2,45,15,False,1724668256,1724661000,pss-sleman-semen-padang-fc,False,True,False,True,False
