status,response.team.name,response.team.slug,response.team.shortName,response.team.gender,response.team.sport.name,response.team.sport.slug,response.team.sport.id,response.team.category.name,response.team.category.slug,response.team.category.sport.name,response.team.category.sport.slug,response.team.category.sport.id,response.team.category.id,response.team.category.country.alpha2,response.team.category.country.alpha3,response.team.category.country.name,response.team.category.flag,response.team.category.alpha2,response.team.tournament.name,response.team.tournament.slug,response.team.tournament.category.name,response.team.tournament.category.slug,response.team.tournament.category.sport.name,response.team.tournament.category.sport.slug,response.team.tournament.category.sport.id,response.team.tournament.category.id,response.team.tournament.category.country.alpha2,response.team.tournament.category.country.alpha3,response.team.tournament.category.country.name,response.team.tournament.category.flag,response.team.tournament.category.alpha2,response.team.tournament.uniqueTournament.name,response.team.tournament.uniqueTournament.slug,response.team.tournament.uniqueTournament.primaryColorHex,response.team.tournament.uniqueTournament.secondaryColorHex,response.team.tournament.uniqueTournament.category.name,response.team.tournament.uniqueTournament.category.slug,response.team.tournament.uniqueTournament.category.sport.name,response.team.tournament.uniqueTournament.category.sport.slug,response.team.tournament.uniqueTournament.category.sport.id,response.team.tournament.uniqueTournament.category.id,response.team.tournament.uniqueTournament.category.country.alpha2,response.team.tournament.uniqueTournament.category.country.alpha3,response.team.tournament.uniqueTournament.category.country.name,response.team.tournament.uniqueTournament.category.flag,response.team.tournament.uniqueTournament.category.alpha2,response.team.tournament.uniqueTournament.userCount,response.team.tournament.uniqueTournament.hasPerformanceGraphFeature,response.team.tournament.uniqueTournament.id,response.team.tournament.uniqueTournament.displayInverseHomeAwayTeams,response.team.tournament.priority,response.team.tournament.isLive,response.team.tournament.id,response.team.primaryUniqueTournament.name,response.team.primaryUniqueTournament.slug,response.team.primaryUniqueTournament.primaryColorHex,response.team.primaryUniqueTournament.secondaryColorHex,response.team.primaryUniqueTournament.category.name,response.team.primaryUniqueTournament.category.slug,response.team.primaryUniqueTournament.category.sport.name,response.team.primaryUniqueTournament.category.sport.slug,response.team.primaryUniqueTournament.category.sport.id,response.team.primaryUniqueTournament.category.id,response.team.primaryUniqueTournament.category.country.alpha2,response.team.primaryUniqueTournament.category.country.alpha3,response.team.primaryUniqueTournament.category.country.name,response.team.primaryUniqueTournament.category.flag,response.team.primaryUniqueTournament.category.alpha2,response.team.primaryUniqueTournament.userCount,response.team.primaryUniqueTournament.hasPerformanceGraphFeature,response.team.primaryUniqueTournament.id,response.team.primaryUniqueTournament.displayInverseHomeAwayTeams,response.team.userCount,response.team.manager.name,response.team.manager.slug,response.team.manager.shortName,response.team.manager.id,response.team.manager.country.alpha2,response.team.manager.country.alpha3,response.team.manager.country.name,response.team.venue.city.name,response.team.venue.stadium.name,response.team.venue.stadium.capacity,response.team.venue.venueCoordinates.latitude,response.team.venue.venueCoordinates.longitude,response.team.venue.id,response.team.venue.country.alpha2,response.team.venue.country.alpha3,response.team.venue.country.name,response.team.venue.hidden,response.team.venue.fieldTranslations.nameTranslation.ar,response.team.nameCode,response.team.class,response.team.disabled,response.team.national,response.team.type,response.team.id,response.team.country.alpha2,response.team.country.alpha3,response.team.country.name,response.team.fullName,response.team.teamColors.primary,response.team.teamColors.secondary,response.team.teamColors.text,response.team.foundationDateTimestamp,response.team.fieldTranslations.nameTranslation.ar,response.team.fieldTranslations.nameTranslation.ru,response.team.logourl
success,Borussia Dortmund,borussia-dortmund,Dortmund,M,Football,football,1,Germany,germany,Football,football,1,30,DE,DEU,Germany,germany,DE,Bundesliga,bundesliga,Germany,germany,Football,football,1,30,DE,DEU,Germany,germany,DE,Bundesliga,bundesliga,#e2080e,#8e0902,Germany,germany,Football,football,1,30,DE,DEU,Germany,germany,DE,863185,True,35,False,608,False,42,Bundesliga,bundesliga,#e2080e,#8e0902,Germany,germany,Football,football,1,30,DE,DEU,Germany,germany,DE,863185,True,35,False,1424607,Nuri Şahin,nuri-sahin,N. Şahin,796463,TR,TUR,Türkiye,Dortmund,Signal Iduna Park,81365,7.451855,51.492492,759,DE,DEU,Germany,False,سجنال ايدونا بارك,BVB,4,False,False,0,2673,DE,DEU,Germany,Borussia Dortmund,#ffe600,#000000,#000000,-1894579200,بوروسيا دورتموند,Боруссия Дортмунд,https://api.sofascore.app/api/v1/team/2673/image
